K,num_threads,mean,variance
3,1,0.000271,0.00000000348915708922
3,2,0.000143,0.00000000076682556558
3,3,0.000101,0.00000000169920586900
3,4,0.000076,0.00000000008769636220
3,5,0.000060,0.00000000006790040063
3,6,0.000055,0.00000000023312007529
3,7,0.000050,0.00000000033517100973
3,8,0.000048,0.00000000022134709813
3,9,0.000046,0.00000000030886398983
3,10,0.000042,0.00000000020952077036
3,11,0.000040,0.00000000005984378996
3,12,0.000038,0.00000000020469273536
3,13,0.000035,0.00000000024102675277
3,14,0.000034,0.00000000023975107277
3,15,0.000030,0.00000000007409485971
3,16,0.000032,0.00000000018384219422
3,17,0.000031,0.00000000005755116418
3,18,0.000031,0.00000000005501884672
3,19,0.000034,0.00000000027183927672
3,20,0.000032,0.00000000005095391538
3,21,0.000036,0.00000000007516360369
3,22,0.000037,0.00000000006678465585
3,23,0.000035,0.00000000006941145536
3,24,0.000035,0.00000000007240206332
3,25,0.000036,0.00000000006969386542
3,26,0.000035,0.00000000007177106982
3,27,0.000036,0.00000000006598825213
3,28,0.000034,0.00000000005484647004
3,29,0.000032,0.00000000007439198401
3,30,0.000033,0.00000000006282183116
3,31,0.000034,0.00000000008110626956
3,32,0.000032,0.00000000007527331378
3,33,0.000034,0.00000000006309469236
3,34,0.000033,0.00000000005876521745
3,35,0.000033,0.00000000006601185565
3,36,0.000033,0.00000000005428121553
3,37,0.000032,0.00000000005674524598
3,38,0.000032,0.00000000005562040105
3,39,0.000032,0.00000000007669733694
3,40,0.000035,0.00000000017414487821
4,1,0.000346,0.00000000570272874336
4,2,0.000185,0.00000000057665496377
4,3,0.000133,0.00000000185313759596
4,4,0.000098,0.00000000007469385460
4,5,0.000077,0.00000000005553953013
4,6,0.000067,0.00000000022012808809
4,7,0.000065,0.00000000007640685545
4,8,0.000062,0.00000000025892247353
4,9,0.000060,0.00000000025427082710
4,10,0.000055,0.00000000029896886552
4,11,0.000051,0.00000000025216525234
4,12,0.000047,0.00000000026158639425
4,13,0.000044,0.00000000021529630922
4,14,0.000041,0.00000000028352291225
4,15,0.000040,0.00000000030321299221
